"ID","LON","LAT","Elevation_m","Date","ppt_mm","tmean_degC","pltID"
347,-119.4254,37.3897,1849,"Annual",1263.62,10.2,"5_6_39_63788"
348,-119.5384,37.3319,1244,"Annual",960.54,13.6,"5_6_39_67711"
349,-119.12,37.5897,2619,"Annual",992.75,6.2,"5_6_39_68205"
350,-119.8857,38.8317,2755,"Annual",823.81,4,"5_6_3_50336"
351,-120.5947,37.9066,237,"Annual",533.82,16.7,"5_6_9_76890"
352,-122.8507,40.9267,1417,"Annual",1990.85,10.4,"2_6_105_53434"
353,-122.5493,41.1072,1320,"Annual",1407.95,10.6,"2_6_105_55197"
354,-122.6238,41.2736,1667,"Annual",1393.09,8.1,"2_6_105_72278"
355,-122.8986,41.0894,1810,"Annual",1748.67,7.5,"2_6_105_73028"
356,-122.6975,40.822,1009,"Annual",1006.14,11.6,"2_6_105_95584"
357,-120.5692,40.2938,1707,"Annual",537.42,8.5,"2_6_35_56642"
358,-121.092,40.7921,1695,"Annual",533.73,8.3,"2_6_35_70876"
359,-120.8223,41.1331,1609,"Annual",393.4,8.3,"2_6_35_81494"
360,-121.3058,41.2314,1360,"Annual",542.92,9.6,"2_6_49_69223"
361,-121.5291,40.5506,1944,"Annual",1264.65,6.9,"2_6_89_61234"
362,-122.4341,41.1799,1400,"Annual",1901.42,10.5,"2_6_89_71970"
363,-121.765,40.8955,1267,"Annual",1311.81,10.8,"2_6_89_72361"
364,-122.2586,41.1543,1002,"Annual",1740.51,12.1,"2_6_89_90106"
365,-121.5847,40.6998,2075,"Annual",1462.3,6.8,"2_6_89_99073"
366,-121.6658,41.5039,1641,"Annual",1020.98,8.1,"2_6_93_52619"
367,-121.646,41.3437,1311,"Annual",866.28,9.7,"2_6_93_64594"
368,-121.7082,41.3894,1400,"Annual",899.79,9.5,"2_6_93_64933"
369,-122.1347,41.2105,941,"Annual",1362.57,11,"2_6_93_69817"
370,-121.8004,41.2091,1337,"Annual",1177.64,9.9,"2_6_93_82460"
371,-121.4463,41.2361,1208,"Annual",579.88,9.9,"2_6_93_92351"
372,-121.6981,40.4072,1398,"Annual",1172.94,11.2,"3_6_103_52207"
373,-121.5199,40.4071,2036,"Annual",1884.32,6.8,"3_6_103_72948"
374,-121.67,40.2498,1377,"Annual",1245.35,11.3,"3_6_103_83227"
375,-120.2338,38.8975,2289,"Annual",2027.96,5.9,"3_6_17_65124"
376,-120.7005,38.9714,1067,"Annual",1349.02,14.5,"3_6_17_77031"
377,-120.707,38.8194,906,"Annual",1215.38,14.8,"3_6_17_86442"
378,-120.9096,39.3157,918,"Annual",1491.24,13.4,"3_6_57_72006"
379,-120.6566,39.498,1825,"Annual",1794.53,8.8,"3_6_57_74346"
380,-120.2877,39.0522,1928,"Annual",1681.19,7.8,"3_6_61_87091"
381,-120.5933,39.0245,1418,"Annual",1562.86,11.7,"3_6_61_92313"
382,-120.3693,40.0378,1899,"Annual",657.26,6.8,"3_6_63_69107"
383,-120.9841,39.9895,1232,"Annual",1025.65,11,"3_6_63_78794"
384,-120.7027,39.9888,1655,"Annual",842.23,8.9,"3_6_63_80523"
385,-120.8395,39.7965,1657,"Annual",1818.15,9,"3_6_63_85235"
386,-120.9535,39.7941,1517,"Annual",2050.94,10.3,"3_6_63_87788"
387,-121.3246,40.2688,1529,"Annual",1004.22,8.5,"3_6_63_97060"
388,-121.1621,39.5986,1059,"Annual",1998.16,13,"3_6_7_51123"
389,-121.4716,40.048,1802,"Annual",1916.77,8.7,"3_6_7_58490"
390,-121.4468,39.7394,678,"Annual",1527.03,15.3,"3_6_7_71649"
391,-120.7881,39.4598,1261,"Annual",1600.11,11.8,"3_6_91_65292"
392,-120.0302,39.5604,1905,"Annual",643.12,7.9,"3_6_91_66678"
393,-120.9555,39.6573,1431,"Annual",2131.94,10.9,"3_6_91_71262"
394,-120.9719,39.4997,1144,"Annual",1628.4,12.5,"3_6_91_95042"
395,-118.2189,36.0649,2446,"Annual",540.61,6.6,"5_6_107_60599"
396,-118.2228,35.9123,2061,"Annual",368.44,10.3,"5_6_107_77409"
397,-118.5367,36.2087,2184,"Annual",1104.68,7.9,"5_6_107_79019"
398,-118.712,36.104,1380,"Annual",741.2,13.4,"5_6_107_84653"
399,-118.6857,35.9809,1486,"Annual",765.99,12.7,"5_6_107_93670"
400,-118.5981,36.7019,2513,"Annual",819.47,5.5,"5_6_107_96721"
401,-118.5375,36.0626,2226,"Annual",1206.11,7.8,"5_6_107_97204"
402,-118.7254,36.4616,2070,"Annual",951.89,9.4,"5_6_107_97619"
403,-120.0136,38.2118,1778,"Annual",1078.85,10.2,"5_6_109_90611"
404,-118.7269,36.793,1843,"Annual",966,10,"5_6_19_59575"
405,-118.3361,35.5153,2133,"Annual",427.6,9.2,"5_6_29_72550"
406,-119.5433,37.4684,2072,"Annual",1281.42,8.9,"5_6_39_66134"
407,-119.0918,37.6165,2425,"Annual",657.82,5.9,"5_6_39_82286"
408,-119.9254,38.5987,2426,"Annual",1366.26,5.1,"5_6_3_58235"
409,-119.89,38.4085,2438,"Annual",1745.92,5.5,"5_6_3_78499"
410,-119.6712,37.5703,1769,"Annual",1110.38,10.7,"5_6_43_52879"
411,-119.6994,37.7507,2044,"Annual",1291.84,9.5,"5_6_43_84069"
412,-120.1099,38.6969,2179,"Annual",1601.43,6.6,"5_6_5_61543"
413,-120.3486,38.2009,1033,"Annual",1132.37,13.8,"5_6_9_78914"
414,-122.8728,41.193,1957,"Annual",1784.1,6.8,"2_6_105_76623"
415,-122.6735,40.8578,992,"Annual",1078.58,11.8,"2_6_105_91348"
416,-122.8756,41.0539,2015,"Annual",2346.7,6.7,"2_6_105_91548"
417,-122.8091,40.8838,849,"Annual",1151.7,12,"2_6_105_96468"
418,-121.3182,40.4954,2024,"Annual",1354.38,6.8,"2_6_35_52154"
419,-120.8738,40.3877,1773,"Annual",937.88,7.8,"2_6_35_59624"
420,-121.214,40.5485,2116,"Annual",1039.58,6.3,"2_6_35_81047"
421,-120.3255,41.4074,1780,"Annual",481.66,7.5,"2_6_49_88241"
422,-120.7076,41.2201,1950,"Annual",763.3,5.8,"2_6_49_89672"
423,-122.2324,40.8029,711,"Annual",1885.29,15,"2_6_89_53811"
424,-122.0634,41.0672,1286,"Annual",1885.55,11,"2_6_89_59754"
425,-121.5236,40.5024,2226,"Annual",2083.85,5.9,"2_6_89_60797"
426,-122.3498,41.0492,765,"Annual",1767.9,13.6,"2_6_89_69793"
427,-121.58,41.1591,1115,"Annual",763.73,10.1,"2_6_89_75696"
428,-122.4956,40.9066,778,"Annual",1804.03,13.9,"2_6_89_88254"
429,-121.3807,40.6475,1605,"Annual",791.98,8.4,"2_6_89_91137"
430,-121.6632,40.4535,1472,"Annual",1198.39,10.2,"2_6_89_92426"
431,-121.6884,40.7716,1292,"Annual",1390.32,10.9,"2_6_89_92958"
432,-121.8927,40.9879,700,"Annual",1598.17,13.1,"2_6_89_96812"
433,-121.4766,41.4418,1418,"Annual",626.08,9.1,"2_6_93_57608"
434,-121.9013,41.2855,1163,"Annual",1211.48,9.3,"2_6_93_62065"
435,-121.6162,41.315,1249,"Annual",828.68,9.8,"2_6_93_65184"
436,-121.7607,41.4318,1439,"Annual",927.15,9.3,"2_6_93_91911"
437,-121.4607,40.209,1780,"Annual",1630.33,8.6,"3_6_103_66700"
438,-121.6098,40.1259,1107,"Annual",1397.8,13,"3_6_103_78438"
439,-121.0928,39.5541,958,"Annual",1808.01,13.2,"3_6_115_58957"
440,-120.6977,38.9553,1067,"Annual",1349.02,14.5,"3_6_17_64677"
441,-120.4183,38.955,1601,"Annual",1546.06,10.3,"3_6_17_73339"
442,-120.4907,38.5856,1258,"Annual",1319.57,12.9,"3_6_17_86733"
443,-120.0912,39.2908,2058,"Annual",719.59,6.8,"3_6_61_56264"
444,-120.5872,39.2365,1893,"Annual",2035.67,9.1,"3_6_61_62231"
445,-120.5626,39.0753,1592,"Annual",1627.79,10.9,"3_6_61_93000"
446,-121.3237,40.3378,1657,"Annual",1099.79,8,"3_6_63_56393"
447,-120.944,40.2094,1833,"Annual",1071.12,7.9,"3_6_63_75269"
448,-121.2782,40.006,1250,"Annual",1576.97,11.5,"3_6_63_77293"
449,-120.8229,40.0494,1490,"Annual",1059.54,9.7,"3_6_63_78119"
450,-120.6347,40.0425,1593,"Annual",670.7,8.7,"3_6_63_81739"
451,-120.9652,39.8405,1554,"Annual",1778.18,9.9,"3_6_63_84403"
452,-121.0239,40.1895,1538,"Annual",1018.03,8.9,"3_6_63_92750"
453,-121.5935,39.9731,1047,"Annual",1726.9,13.4,"3_6_7_53039"
454,-121.2503,39.68,1015,"Annual",1913.14,13.6,"3_6_7_78236"
455,-121.4104,39.8628,1244,"Annual",1918.44,11.9,"3_6_7_96449"
456,-120.7879,39.5765,1322,"Annual",1756.36,11.1,"3_6_91_50167"
457,-120.4396,39.4564,2259,"Annual",2006.85,5.7,"3_6_91_99210"
458,-120.9104,39.552,1081,"Annual",1599.01,12.2,"3_6_91_99653"
459,-118.4992,36.1049,2082,"Annual",1064.9,8.8,"5_6_107_54465"
460,-118.2211,36.117,2645,"Annual",577.36,5.1,"5_6_107_62149"
461,-118.6461,36.1068,1702,"Annual",837.32,11.4,"5_6_107_62252"
462,-118.3408,35.8165,2441,"Annual",836.47,7.4,"5_6_107_65803"
463,-120.1321,38.1101,1509,"Annual",1121.89,11.7,"5_6_109_65725"
464,-120.0095,38.3499,1937,"Annual",1387.29,9.2,"5_6_109_76539"
465,-119.8005,37.8157,1817,"Annual",1157.34,9.8,"5_6_109_78426"
466,-120.1623,37.9555,1106,"Annual",1048.89,13.6,"5_6_109_88701"
467,-119.8411,37.9722,1588,"Annual",1062.62,11,"5_6_109_88765"
468,-118.851,36.7396,2226,"Annual",1226.82,7.5,"5_6_19_74199"
469,-119.1687,37.1899,2433,"Annual",1155.56,6.1,"5_6_19_81722"
470,-118.6354,35.6191,1571,"Annual",724.38,12.2,"5_6_29_80054"
471,-119.4929,37.3221,1635,"Annual",1094.1,11.5,"5_6_39_53530"
472,-119.8716,38.635,2390,"Annual",1182.11,5.4,"5_6_3_65091"
473,-120.0642,38.5055,1872,"Annual",1695.26,9.2,"5_6_3_85143"
474,-119.4942,37.6679,2234,"Annual",1260,6.8,"5_6_43_54487"
475,-120.3309,38.4638,1232,"Annual",1121.34,13,"5_6_9_55452"
476,-122.8072,40.9103,984,"Annual",1396.61,11.7,"2_6_105_55988"
477,-122.5507,41.2115,1869,"Annual",1646.45,7.2,"2_6_105_62696"
478,-122.6812,41.1451,1416,"Annual",1361.3,10.4,"2_6_105_63829"
479,-122.9547,40.9441,1557,"Annual",2259.86,9.4,"2_6_105_75624"
480,-122.5594,41.2894,1907,"Annual",1602.79,6.7,"2_6_105_82808"
481,-121.0592,40.788,1677,"Annual",501.68,8.2,"2_6_35_72567"
482,-120.0938,39.9295,2021,"Annual",479.48,7.8,"2_6_35_86203"
483,-120.3004,41.2876,1873,"Annual",640.92,6.9,"2_6_49_89657"
484,-121.2497,41.2065,1382,"Annual",550.48,9.6,"2_6_49_96302"
485,-121.7887,40.5118,1176,"Annual",1188.84,12.4,"2_6_89_57352"
486,-122.1646,41.141,921,"Annual",1602.29,12.1,"2_6_89_75886"
487,-121.3234,40.5925,2126,"Annual",1300.76,6.4,"2_6_89_82323"
488,-121.7636,41.5362,1947,"Annual",1248.67,5.9,"2_6_93_62828"
489,-121.5754,41.3449,1188,"Annual",791.46,9.7,"2_6_93_66757"
490,-121.4387,40.2433,1445,"Annual",1386.9,9.5,"3_6_103_84687"
491,-120.4969,38.6981,1332,"Annual",1365.01,13.1,"3_6_17_81421"
492,-120.1495,38.6872,2061,"Annual",1828.89,7.4,"3_6_17_91575"
493,-121.3334,40.4379,2093,"Annual",1453.65,6.4,"3_6_63_55309"
494,-120.9213,39.812,1754,"Annual",2209.15,9.3,"3_6_63_64592"
495,-121.0834,40.1037,1543,"Annual",1050.04,9.6,"3_6_63_77292"
496,-121.4581,40.4051,1994,"Annual",1766.87,6.9,"3_6_63_83144"
497,-121.213,39.8039,1584,"Annual",2275.28,10.6,"3_6_63_92541"
498,-121.2678,40.1045,1388,"Annual",992.16,10.3,"3_6_63_95686"
499,-121.3819,39.7384,791,"Annual",1679.82,14.8,"3_6_7_81517"
500,-121.5531,39.9414,1259,"Annual",1824.43,12.1,"3_6_7_92030"
501,-120.2685,39.5325,2013,"Annual",785.57,6.7,"3_6_91_92506"
502,-118.1688,36.0735,2405,"Annual",488.85,6.9,"5_6_107_64596"
503,-118.3431,36.0131,2520,"Annual",780.91,5.8,"5_6_107_99277"
504,-120.1142,38.0819,1484,"Annual",1128.79,11.8,"5_6_109_51484"
505,-119.6728,37.9102,1629,"Annual",1119.9,10.7,"5_6_109_78971"
506,-119.9438,38.0557,1875,"Annual",1323.82,9.6,"5_6_109_94331"
507,-120.1457,38.2595,1732,"Annual",1291.03,10.8,"5_6_109_96366"
508,-119.8055,37.7726,1709,"Annual",1137.04,10.3,"5_6_109_98431"
509,-119.1062,36.9998,1611,"Annual",1004.28,11.7,"5_6_19_66005"
510,-118.9742,36.95,2163,"Annual",1085.86,8.3,"5_6_19_74103"
511,-118.9661,36.7911,1957,"Annual",1015.07,10.3,"5_6_19_99257"
512,-118.5786,35.6645,1790,"Annual",793.8,10.9,"5_6_29_52361"
513,-119.4597,37.3027,1796,"Annual",1121.98,11,"5_6_39_98938"
514,-119.8377,38.42,2376,"Annual",1701.07,5.7,"5_6_3_54594"
515,-119.6084,37.5733,2196,"Annual",1240.8,8.5,"5_6_43_58889"
516,-120.1253,38.4062,2048,"Annual",1665.32,8.6,"5_6_9_77228"
517,-122.8081,41.0475,1861,"Annual",1923.63,8,"2_6_105_76449"
518,-121.1335,40.5437,1917,"Annual",648.3,6.5,"2_6_35_73060"
519,-121.2647,40.5492,2154,"Annual",1256.79,6.1,"2_6_35_86836"
520,-120.9203,41.3738,1622,"Annual",490.36,8.2,"2_6_49_60210"
521,-120.7499,41.346,1552,"Annual",519.29,8.5,"2_6_49_64415"
522,-121.9646,41.093,979,"Annual",1837.53,12.3,"2_6_89_55696"
523,-121.5816,40.457,2207,"Annual",1866.32,6.3,"2_6_89_57442"
524,-121.8312,40.9801,1289,"Annual",1585.03,10.9,"2_6_89_66502"
525,-121.7404,40.4721,1136,"Annual",1137.57,12.7,"2_6_89_91831"
526,-122.0325,41.3922,1449,"Annual",1407.72,9.1,"2_6_93_83276"
527,-122.4915,41.2487,1988,"Annual",1828.83,6.7,"2_6_93_92550"
528,-121.9349,41.2452,1170,"Annual",1288.81,9.5,"2_6_93_95740"
529,-121.7017,40.0165,1099,"Annual",1614.89,13,"3_6_103_78492"
530,-121.5431,40.151,1263,"Annual",1451.21,11.5,"3_6_103_82900"
531,-121.5853,40.2981,1585,"Annual",1464.1,9.7,"3_6_103_88200"
532,-121.0391,39.603,1207,"Annual",2084.01,12.1,"3_6_115_54964"
533,-120.7836,38.8859,804,"Annual",1237.1,15,"3_6_17_61382"
534,-120.3603,38.9893,1788,"Annual",1556.15,9,"3_6_17_73786"
535,-120.4605,38.7561,1334,"Annual",1397.58,12.6,"3_6_17_78404"
536,-120.7664,39.3753,1235,"Annual",1655.18,11.8,"3_6_57_87962"
537,-120.3506,39.1388,2141,"Annual",1972.33,6.9,"3_6_61_56959"
538,-120.2164,39.2328,2005,"Annual",1101.45,6.9,"3_6_61_63544"
539,-120.6745,39.0973,1092,"Annual",1471.6,13.3,"3_6_61_76008"
540,-120.3622,39.2844,2121,"Annual",1855.2,6.6,"3_6_61_90898"
541,-120.7902,39.054,1012,"Annual",1435.23,14.3,"3_6_61_92405"
542,-120.5396,39.1529,1856,"Annual",1821.25,9.3,"3_6_61_93006"
543,-121.0264,39.9023,1226,"Annual",1180.53,10.6,"3_6_63_88319"
544,-121.2094,40.1515,1479,"Annual",968.88,9.6,"3_6_63_90310"
545,-120.8947,39.6955,1853,"Annual",2335.46,8.8,"3_6_91_97328"
546,-120.7203,39.6,1695,"Annual",1738.41,9.6,"3_6_91_98366"
547,-119.768,37.9759,1505,"Annual",1008.58,11.4,"5_6_109_70650"
548,-119.7474,37.8098,1923,"Annual",1241.83,9.3,"5_6_109_73865"
549,-118.9414,36.7579,2059,"Annual",1055.63,9.3,"5_6_19_50529"
550,-118.981,37.0865,2748,"Annual",1191.94,4.8,"5_6_19_54781"
551,-118.9797,37.4388,3205,"Annual",1154.28,2.7,"5_6_19_60572"
552,-119.262,37.079,1568,"Annual",932.32,11.6,"5_6_19_73952"
553,-120.2726,38.3269,1553,"Annual",1364.12,11.2,"5_6_9_65997"
554,-120.7795,41.329,1736,"Annual",614.51,7.5,"2_6_49_63662"
555,-122.1618,41.0014,888,"Annual",1840.46,13.6,"2_6_89_55801"
556,-121.7251,41.0795,1224,"Annual",1024.05,11.2,"2_6_89_78722"
557,-122.0284,41.0454,864,"Annual",1871.41,12.5,"2_6_89_79595"
558,-121.6724,41.1163,1354,"Annual",873.49,10.5,"2_6_89_94277"
559,-120.435,38.5808,1450,"Annual",1316.08,11.6,"3_6_17_51640"
560,-120.4704,38.9001,1684,"Annual",1562.55,10.1,"3_6_17_57624"
561,-120.3501,38.9582,1884,"Annual",1567.3,8.4,"3_6_17_66804"
562,-120.4718,38.5261,1320,"Annual",1312.7,12.6,"3_6_17_72703"
563,-120.8338,39.0075,698,"Annual",1206.96,15.1,"3_6_61_51970"
564,-120.0642,39.2943,2058,"Annual",719.59,6.8,"3_6_61_66411"
565,-120.7287,39.6313,1884,"Annual",1861.24,8.7,"3_6_91_90686"
566,-118.4767,36.2629,2421,"Annual",1118.08,6.6,"5_6_107_53570"
567,-118.5894,35.815,2123,"Annual",1005.82,8.8,"5_6_107_56883"
568,-118.1738,36.2548,2680,"Annual",450.43,4.7,"5_6_107_66883"
569,-118.3172,35.8557,2431,"Annual",813.06,6.8,"5_6_107_80767"
570,-120.261,38.1589,1096,"Annual",1097.13,13.8,"5_6_109_75599"
571,-119.98,38.3298,1937,"Annual",1387.29,9.2,"5_6_109_75699"
572,-120.3129,38.5045,1497,"Annual",1230.31,12.1,"5_6_5_54566"
573,-120.29,38.3606,1544,"Annual",1321.26,11.4,"5_6_9_83898"
