"YEAR","pltID","PLT_CN","TPA","BAA","PROP_FOREST","SDI","ID","LON","LAT","Elevation_m","Date","ppt_mm","tmean_degC","Ownership","PSME_check","Include","NMDS1"
2018,"2_6_93_92351",484816339489998,576.419492,102.912961568065,1,191.777635079067,371,-121.4463,41.2361,1208,"Annual",579.88,9.9,"Not private","Not_psme","Yes",0.261064598937804
2018,"3_6_103_72948",484816562489998,244.355168,394.514471974754,1,484.808661966265,373,-121.5199,40.4071,2036,"Annual",1884.32,6.8,"Not private","Not_psme","Yes",0.306334183456046
2018,"3_6_57_74346",484816481489998,173.229476,118.601237555677,1,181.2131685337,379,-120.6566,39.498,1825,"Annual",1794.53,8.8,"Not private","Not_psme","Yes",-0.632139002304376
2018,"3_6_7_58490",484816396489998,379.569664,238.934765759256,1,366.445817124836,389,-121.4716,40.048,1802,"Annual",1916.77,8.7,"Not private","Not_psme","Yes",-0.722436715235274
2018,"5_6_107_79019",484817173489998,38.060816,130.17147945461,1,149.470796218886,397,-118.5367,36.2087,2184,"Annual",1104.68,7.9,"Not private","Not_psme","Yes",0.3316901275972
2018,"5_6_107_84653",412220448489998,188.263132,158.059922385659,1,229.416782553584,398,-118.712,36.104,1380,"Annual",741.2,13.4,"Not private","Not_psme","Yes",0.145392264726231
2018,"5_6_107_97204",484817193489998,82.208432,111.275401620464,1,149.286388450589,401,-118.5375,36.0626,2226,"Annual",1206.11,7.8,"Not private","Not_psme","Yes",0.183002376721154
2018,"5_6_107_97619",412221723489998,140.072928,191.04650312045,1,226.250583546149,402,-118.7254,36.4616,2070,"Annual",951.89,9.4,"Not private","Not_psme","Yes",-0.7054329399088
2018,"5_6_109_90611",484817206489998,50.119826,122.228900272689,1,159.53559311373,403,-120.0136,38.2118,1778,"Annual",1078.85,10.2,"Not private","Not_psme","Yes",0.454454397630081
2018,"5_6_19_59575",484816890489998,30.044394,99.878047643628,1,123.843662207312,404,-118.7269,36.793,1843,"Annual",966,10,"Not private","Not_psme","Yes",0.0340238008821321
2018,"5_6_29_72550",484816964489998,48.12145,48.400161704725,1,73.9319784103179,405,-118.3361,35.5153,2133,"Annual",427.6,9.2,"Not private","Not_psme","Yes",-0.240860925389056
2018,"5_6_39_66134",484817025489998,34.064064,98.3093204908685,1,119.433861167666,406,-119.5433,37.4684,2072,"Annual",1281.42,8.9,"Not private","Not_psme","Yes",-0.685553298875782
2018,"5_6_43_52879",484817049489998,85.183078,184.707614277348,1,243.301522443238,410,-119.6712,37.5703,1769,"Annual",1110.38,10.7,"Not private","Not_psme","Yes",0.500992392314542
2018,"5_6_43_84069",484817061489998,77.143738,210.458277285333,1,263.005003580764,411,-119.6994,37.7507,2044,"Annual",1291.84,9.5,"Not private","Not_psme","Yes",-0.566842541815245
2019,"2_6_35_59624",558626529126144,256.165344,223.490713900097,1,292.01814308909,419,-120.8738,40.3877,1773,"Annual",937.88,7.8,"Not private","Not_psme","Yes",0.212584845971694
2019,"2_6_35_81047",558626509126144,227.368972,176.356208305395,1,258.737150484101,420,-121.214,40.5485,2116,"Annual",1039.58,6.3,"Not private","Not_psme","Yes",-0.690077016156001
2019,"2_6_49_88241",558626560126144,135.394576,120.199623733547,1,191.402003529039,421,-120.3255,41.4074,1780,"Annual",481.66,7.5,"Not private","Not_psme","Yes",-0.478157604633434
2019,"2_6_49_89672",558626565126144,185.288486,106.523222081835,1,168.572327850732,422,-120.7076,41.2201,1950,"Annual",763.3,5.8,"Not private","Not_psme","Yes",-0.600659744698846
2019,"2_6_89_91137",558626601126144,48.12145,78.1398926282783,1,103.445459436547,429,-121.3807,40.6475,1605,"Annual",791.98,8.4,"Not private","Not_psme","Yes",0.619770401146133
2019,"2_6_93_57608",558626659126144,56.114954,123.452160164648,1,160.242559663449,433,-121.4766,41.4418,1418,"Annual",626.08,9.1,"Not private","Not_psme","Yes",-0.271894640622464
2019,"2_6_93_62065",558626693126144,69.150234,137.349837821164,1,178.755467235404,434,-121.9013,41.2855,1163,"Annual",1211.48,9.3,"Not private","Not_psme","Yes",-0.339174592461838
2019,"2_6_93_65184",558626655126144,293.590396,202.643168821465,1,319.079975132083,435,-121.6162,41.315,1249,"Annual",828.68,9.8,"Not private","Not_psme","Yes",0.461131601209995
2019,"2_6_93_91911",558626672126144,574.149364,135.101424550577,1,219.530515979805,436,-121.7607,41.4318,1439,"Annual",927.15,9.3,"Not private","Not_psme","Yes",-0.209815961776637
2019,"3_6_17_73339",558626779126144,790.255516,211.099691822555,1,363.511393892042,441,-120.4183,38.955,1601,"Annual",1546.06,10.3,"Not private","Not_psme","Yes",0.476851927161544
2019,"3_6_17_86733",558626765126144,247.421486,211.974699548813,1,305.312037403507,442,-120.4907,38.5856,1258,"Annual",1319.57,12.9,"Not private","Not_psme","Yes",0.705660551988607
2019,"3_6_61_62231",558626833126144,837.64953,232.842989982048,1,378.753022265374,444,-120.5872,39.2365,1893,"Annual",2035.67,9.1,"Not private","Not_psme","Yes",-0.0782514937595039
2019,"3_6_61_93000",558626843126144,201.570164,215.818252894058,1,321.532030387675,445,-120.5626,39.0753,1592,"Annual",1627.79,10.9,"Not private","Not_psme","Yes",-0.495120643068825
2019,"3_6_63_81739",558626845126144,284.303034,163.826191502424,1,252.47872226192,450,-120.6347,40.0425,1593,"Annual",670.7,8.7,"Not private","Not_psme","Yes",0.634162301321645
2019,"5_6_107_54465",558627533126144,201.298412,195.762074614031,1,265.04292176227,459,-118.4992,36.1049,2082,"Annual",1064.9,8.8,"Not private","Not_psme","Yes",0.370567033367889
2019,"5_6_107_62149",558627525126144,61.133812,92.9219395249897,1,130.108611875905,460,-118.2211,36.117,2645,"Annual",577.36,5.1,"Not private","Not_psme","Yes",-0.402784248852627
2019,"5_6_107_62252",558627518126144,69.150234,145.488182127087,1,192.174602230993,461,-118.6461,36.1068,1702,"Annual",837.32,11.4,"Not private","Not_psme","Yes",0.159392142460233
2019,"5_6_107_65803",558627486126144,47.099344,106.61865242781,1,132.166924377539,462,-118.3408,35.8165,2441,"Annual",836.47,7.4,"Not private","Not_psme","Yes",-0.643417035813821
2019,"5_6_109_65725",558627538126144,193.28199,138.502474841971,1,198.058529173401,463,-120.1321,38.1101,1509,"Annual",1121.89,11.7,"Not private","Not_psme","Yes",0.60645580783566
2019,"5_6_109_76539",558627558126144,36.085358,75.5110539400745,1,95.4698169180956,464,-120.0095,38.3499,1937,"Annual",1387.29,9.2,"Not private","Not_psme","Yes",-0.341314356796998
2019,"5_6_109_78426",558627547126144,2.997564,23.6014940726633,1,25.1118432073258,465,-119.8005,37.8157,1817,"Annual",1157.34,9.8,"Not private","Not_psme","Yes",1.22293240773348
2019,"5_6_109_88765",558627542126144,98.264194,114.540272711066,1,159.305587014069,467,-119.8411,37.9722,1588,"Annual",1062.62,11,"Not private","Not_psme","Yes",0.677081804861889
2019,"5_6_19_74199",558627218126144,8.016422,18.6977724338329,1,22.1833848936066,468,-118.851,36.7396,2226,"Annual",1226.82,7.5,"Not private","Not_psme","Yes",-0.326224035618735
2019,"5_6_29_80054",558627325126144,989.831156,95.0174754986894,1,171.44164358339,470,-118.6354,35.6191,1571,"Annual",724.38,12.2,"Not private","Not_psme","Yes",0.845720060390911
2019,"5_6_39_53530",558627363126144,176.158286,272.564596314923,1,341.57353146122,471,-119.4929,37.3221,1635,"Annual",1094.1,11.5,"Not private","Not_psme","Yes",0.768067135656456
2019,"5_6_3_85143",558627177126144,438.184514,249.869238002239,1,323.584016492065,473,-120.0642,38.5055,1872,"Annual",1695.26,9.2,"Not private","Not_psme","Yes",0.0655184892047753
2020,"2_6_105_62696",645308013126144,30.067312,32.029176422543,1,43.7531832645213,477,-122.5507,41.2115,1869,"Annual",1646.45,7.2,"Not private","Not_psme","Yes",0.802899138937168
2020,"2_6_35_72567",645307951126144,512.969716,84.8032222549666,1,159.122037304931,481,-121.0592,40.788,1677,"Annual",501.68,8.2,"Not private","Not_psme","Yes",0.625921284907788
2020,"2_6_35_86203",645307807126144,93.245336,81.2763261484315,1,121.310082414277,482,-120.0938,39.9295,2021,"Annual",479.48,7.8,"Not private","Not_psme","Yes",-0.330569192065211
2020,"2_6_89_82323",645307919126144,155.106584,212.064258462099,1,269.621458008706,487,-121.3234,40.5925,2126,"Annual",1300.76,6.4,"Not private","Not_psme","Yes",-0.540240498455564
2020,"2_6_93_66757",645308040126144,34.064064,77.6802786574356,1,98.5043015652649,489,-121.5754,41.3449,1188,"Annual",791.46,9.7,"Not private","Not_psme","Yes",0.48929736573501
2020,"3_6_63_55309",645307891126144,147.430668,134.985028350889,1,213.771266108692,493,-121.3334,40.4379,2093,"Annual",1453.65,6.4,"Not private","Not_psme","Yes",0.298568067069101
2020,"3_6_63_92541",645307781126144,85.205996,148.138122604174,1,197.92390707255,497,-121.213,39.8039,1584,"Annual",2275.28,10.6,"Not private","Not_psme","Yes",-0.538819316437374
2020,"5_6_107_99277",645307104126144,143.09341,215.603462147826,1,262.376272325652,503,-118.3431,36.0131,2520,"Annual",780.91,5.8,"Not private","Not_psme","Yes",-0.501628317470628
2020,"5_6_109_78971",645307492126144,68.151046,191.194849228574,1,229.598795988744,505,-119.6728,37.9102,1629,"Annual",1119.9,10.7,"Not private","Not_psme","Yes",0.771976521117414
2020,"5_6_109_94331",645307511126144,51.119014,113.583495404402,1,152.73057593166,506,-119.9438,38.0557,1875,"Annual",1323.82,9.6,"Not private","Not_psme","Yes",-0.00148767016663194
2020,"5_6_109_96366",645307541126144,637.0098,214.211634828296,1,313.96249152397,507,-120.1457,38.2595,1732,"Annual",1291.03,10.8,"Not private","Not_psme","Yes",0.522608707747154
2020,"5_6_109_98431",645307464126144,66.15267,168.284914938034,1,201.943922065498,508,-119.8055,37.7726,1709,"Annual",1137.04,10.3,"Not private","Not_psme","Yes",-0.0639789922911706
2020,"5_6_19_66005",645307314126144,665.101654,213.995286774937,1,303.685343114395,509,-119.1062,36.9998,1611,"Annual",1004.28,11.7,"Not private","Not_psme","Yes",0.000223096768537931
2020,"5_6_19_74103",645307308126144,81.209244,124.667900447043,1,172.523881971497,510,-118.9742,36.95,2163,"Annual",1085.86,8.3,"Not private","Not_psme","Yes",-0.638827687014193
2020,"5_6_29_52361",645307007126144,192.554554,182.721144771401,1,282.910791307268,512,-118.5786,35.6645,1790,"Annual",793.8,10.9,"Not private","Not_psme","Yes",1.18869616864992
2020,"5_6_39_98938",645307377126144,221.373844,151.926934534943,1,233.173108471425,513,-119.4597,37.3027,1796,"Annual",1121.98,11,"Not private","Not_psme","Yes",-0.234692005768644
2020,"5_6_3_54594",645307573126144,129.08186,104.443696765055,1,141.973613574522,514,-119.8377,38.42,2376,"Annual",1701.07,5.7,"Not private","Not_psme","Yes",-0.753890708522782
2020,"5_6_43_58889",645307431126144,271.972272,125.896648881147,1,170.163866706816,515,-119.6084,37.5733,2196,"Annual",1240.8,8.5,"Not private","Not_psme","Yes",-0.323921243524064
2020,"5_6_9_77228",645307572126144,93.245336,198.23779822262,1,243.195857947173,516,-120.1253,38.4062,2048,"Annual",1665.32,8.6,"Not private","Not_psme","Yes",0.52523036770883
2021,"2_6_35_86836",750084427290487,21.005866,109.118944966459,1,119.682848664386,519,-121.2647,40.5492,2154,"Annual",1256.79,6.1,"Not private","Not_psme","Yes",-0.669432748031382
2021,"2_6_49_60210",750084562290487,567.403882,87.0618874709833,1,187.895310880815,520,-120.9203,41.3738,1622,"Annual",490.36,8.2,"Not private","Not_psme","Yes",0.229514809490688
2021,"2_6_49_64415",750084558290487,486.94114,145.423818803991,1,280.911462710652,521,-120.7499,41.346,1552,"Annual",519.29,8.5,"Not private","Not_psme","Yes",0.263463731652609
2021,"2_6_89_66502",750084496290487,96.2429,128.152352479391,1,184.664165011308,524,-121.8312,40.9801,1289,"Annual",1585.03,10.9,"Not private","Not_psme","Yes",0.532379591580543
2021,"2_6_93_92550",750084536290487,108.18732,254.189475655049,1,324.672789554414,527,-122.4915,41.2487,1988,"Annual",1828.83,6.7,"Not private","Not_psme","Yes",0.695758717171032
2021,"3_6_17_73786",645307667126144,303.582276,314.671604961055,1,432.734471864853,534,-120.3603,38.9893,1788,"Annual",1556.15,9,"Not private","Not_psme","Yes",0.628235588800642
2021,"3_6_61_63544",750084221290487,211.630798,124.711092469481,1,215.682156153478,538,-120.2164,39.2328,2005,"Annual",1101.45,6.9,"Not private","Not_psme","Yes",-0.182265686284199
2021,"3_6_61_90898",750084225290487,257.459202,224.937798081062,1,320.142910756055,540,-120.3622,39.2844,2121,"Annual",1855.2,6.6,"Not private","Not_psme","Yes",-0.763335017740187
2021,"3_6_63_88319",750084316290487,748.64978,241.095168697501,1,405.387523359079,543,-121.0264,39.9023,1226,"Annual",1180.53,10.6,"Not private","Not_psme","Yes",0.36266407871592
2021,"3_6_91_97328",750084288290487,322.409686,181.499336169863,1,295.92870989946,545,-120.8947,39.6955,1853,"Annual",2335.46,8.8,"Not private","Not_psme","Yes",0.479845426512574
2021,"3_6_91_98366",750084271290487,72.193634,85.4928322908844,1,127.416220664814,546,-120.7203,39.6,1695,"Annual",1738.41,9.6,"Not private","Not_psme","Yes",-0.26495974601334
2021,"5_6_109_70650",750084019290487,19.00749,79.9929656405899,1,93.4163105338653,547,-119.768,37.9759,1505,"Annual",1008.58,11.4,"Not private","Not_psme","Yes",0.410527574720978
2021,"5_6_109_73865",750083985290487,4.99594,24.0043808827166,1,28.2600728616534,548,-119.7474,37.8098,1923,"Annual",1241.83,9.3,"Not private","Not_psme","Yes",-0.627309187758631
2021,"5_6_19_50529",750083780290487,59.158354,70.2735735445304,1,96.3163646609962,549,-118.9414,36.7579,2059,"Annual",1055.63,9.3,"Not private","Not_psme","Yes",-0.481409935500719
2021,"5_6_19_73952",750083846290487,188.28605,105.317025204277,1,158.990117811057,552,-119.262,37.079,1568,"Annual",932.32,11.6,"Not private","Not_psme","Yes",0.99499790534065
2022,"3_6_17_66804",750084179290487,173.911076,201.725912526523,1,214.110680145014,561,-120.3501,38.9582,1884,"Annual",1567.3,8.4,"Not private","Not_psme","Yes",0.997977848024689
2022,"5_6_107_53570",750083668290487,20.029596,71.9461306136236,1,89.3822789657908,566,-118.4767,36.2629,2421,"Annual",1118.08,6.6,"Not private","Not_psme","Yes",-0.541014200897896
2022,"5_6_107_56883",750083551290487,26.047642,71.4606811810218,1,92.6847928048642,567,-118.5894,35.815,2123,"Annual",1005.82,8.8,"Not private","Not_psme","Yes",-0.0567794324884734
2022,"5_6_107_80767",750083571290487,30.067312,101.154928162661,1,119.803375163337,569,-118.3172,35.8557,2431,"Annual",813.06,6.8,"Not private","Not_psme","Yes",-0.565548997946669
2022,"5_6_109_75599",750084044290487,166.23516,46.0396786905245,1,86.126934076862,570,-120.261,38.1589,1096,"Annual",1097.13,13.8,"Not private","Not_psme","Yes",1.21713647172286
2022,"5_6_109_75699",750084077290487,481.310024,245.661943489295,1,357.929921477715,571,-119.98,38.3298,1937,"Annual",1387.29,9.2,"Not private","Not_psme","Yes",0.457683723190676
